ShipmentKey,OrderKey,Courier,ShipmentStatus,DeliveryDays
2955,23553,DTDC,Out for Delivery,5
2956,24415,Ekart,Out for Delivery,1
2957,23348,Delhivery,Out for Delivery,6
2958,25264,Delhivery,Out for Delivery,5
2959,20422,Delhivery,Shipped,5
2960,23608,Delhivery,Processing,1
2961,21761,Ekart,Out for Delivery,1
2962,22759,DTDC,Out for Delivery,7
2963,22937,DTDC,Out for Delivery,6
2964,22669,Delhivery,Shipped,1
2965,24447,DTDC,Processing,6
2966,20786,DTDC,Out for Delivery,6
2967,22397,Ekart,Delivered,6
2968,25596,BlueDart,Packed,3
2969,25688,BlueDart,Shipped,5
2970,25241,DTDC,Delivered,5
2971,22685,Delhivery,Shipped,3
2972,20137,Ekart,Out for Delivery,4
2973,25796,BlueDart,Out for Delivery,3
2974,22547,Delhivery,Packed,7
2975,25833,Ekart,Packed,7
2976,24596,DTDC,Processing,4
2977,25760,BlueDart,Shipped,7
2978,23652,Delhivery,Shipped,1
2979,21066,Ekart,Processing,7
2980,25591,BlueDart,Delivered,3
2981,25782,DTDC,Out for Delivery,6
2982,21413,DTDC,Shipped,5
2983,20585,DTDC,Packed,5
2984,25299,Ekart,Delivered,2
2985,23336,Delhivery,Out for Delivery,2
2986,22647,Ekart,Packed,1
2987,25899,Delhivery,Processing,7
2988,20651,BlueDart,Out for Delivery,5
2989,24736,DTDC,Delivered,3
2990,20689,BlueDart,Processing,7
2991,22409,Ekart,Packed,7
2992,25801,DTDC,Out for Delivery,3
2993,24295,DTDC,Out for Delivery,1
2994,21772,DTDC,Shipped,4
2995,21202,Delhivery,Packed,6
2996,23461,BlueDart,Shipped,3
2997,25571,Ekart,Packed,6
2998,24876,Ekart,Out for Delivery,5
2999,24897,DTDC,Packed,2
3000,20860,Delhivery,Packed,2
3001,21822,Ekart,Out for Delivery,6
3002,23455,Delhivery,Out for Delivery,6
3003,20392,DTDC,Packed,7
3004,21017,DTDC,Shipped,3
3005,22928,DTDC,Out for Delivery,4
3006,21418,DTDC,Packed,4
3007,22008,DTDC,Out for Delivery,5
3008,22566,Delhivery,Delivered,5
3009,24541,DTDC,Out for Delivery,3
3010,24062,Ekart,Delivered,3
3011,25605,Ekart,Packed,3
3012,24116,Ekart,Packed,5
3013,22902,BlueDart,Out for Delivery,6
3014,23766,Ekart,Processing,7
3015,21967,DTDC,Out for Delivery,4
3016,23440,DTDC,Shipped,1
3017,22173,BlueDart,Processing,7
3018,23933,DTDC,Out for Delivery,3
3019,20660,Ekart,Delivered,4
3020,22874,BlueDart,Shipped,1
3021,20623,Ekart,Out for Delivery,7
3022,21702,BlueDart,Processing,5
3023,24820,Delhivery,Processing,6
3024,25879,Delhivery,Delivered,7
3025,22276,Delhivery,Out for Delivery,3
3026,23264,Ekart,Delivered,2
3027,21984,Ekart,Shipped,3
3028,22001,Ekart,Out for Delivery,3
3029,22016,Ekart,Packed,2
3030,25545,BlueDart,Out for Delivery,4
3031,20262,Delhivery,Processing,3
3032,23821,Delhivery,Delivered,6
3033,20645,Delhivery,Processing,6
3034,22012,Ekart,Delivered,7
3035,25454,Ekart,Out for Delivery,1
3036,20645,DTDC,Shipped,1
3037,20711,Delhivery,Shipped,5
3038,21762,DTDC,Shipped,4
3039,23493,Delhivery,Shipped,6
3040,22511,DTDC,Out for Delivery,4
3041,20762,DTDC,Delivered,4
3042,25480,Delhivery,Shipped,6
3043,23782,DTDC,Out for Delivery,6
3044,25333,DTDC,Delivered,2
3045,25802,Delhivery,Shipped,6
3046,21091,Ekart,Out for Delivery,3
3047,24919,Ekart,Processing,5
3048,25259,Delhivery,Shipped,6
3049,21345,BlueDart,Packed,1
3050,25981,BlueDart,Delivered,6
3051,21524,DTDC,Out for Delivery,3
3052,20143,Ekart,Shipped,7
3053,23942,BlueDart,Delivered,5
3054,23460,BlueDart,Packed,1
3055,22076,Delhivery,Shipped,1
3056,21772,Delhivery,Delivered,4
3057,23081,Delhivery,Shipped,4
3058,22520,DTDC,Packed,2
3059,24521,Delhivery,Shipped,4
3060,24099,Ekart,Packed,3
3061,23730,Ekart,Shipped,7
3062,21051,Delhivery,Packed,3
3063,24962,Ekart,Shipped,1
3064,20137,BlueDart,Packed,7
3065,24134,DTDC,Packed,7
3066,22928,Delhivery,Delivered,6
3067,25587,DTDC,Out for Delivery,3
3068,24071,DTDC,Shipped,1
3069,21670,Delhivery,Packed,3
3070,20626,BlueDart,Processing,2
3071,22911,Ekart,Packed,3
3072,23428,Ekart,Delivered,7
3073,20644,Ekart,Packed,5
3074,24320,Ekart,Packed,6
3075,20975,DTDC,Delivered,5
3076,22686,Ekart,Delivered,7
3077,25079,Delhivery,Delivered,5
3078,22487,Delhivery,Packed,5
3079,23073,Ekart,Shipped,7
3080,24251,Delhivery,Out for Delivery,4
3081,22828,BlueDart,Packed,5
3082,21684,Delhivery,Delivered,2
3083,22549,Delhivery,Delivered,6
3084,20337,Delhivery,Packed,5
3085,20533,Ekart,Out for Delivery,2
3086,22123,BlueDart,Delivered,7
3087,21418,Ekart,Packed,1
3088,25646,Ekart,Delivered,4
3089,21984,Delhivery,Delivered,6
3090,20833,BlueDart,Processing,5
3091,22576,BlueDart,Out for Delivery,2
3092,22419,Delhivery,Processing,3
3093,25929,DTDC,Processing,2
3094,22044,Delhivery,Shipped,6
3095,22920,Ekart,Packed,7
3096,20443,Delhivery,Shipped,2
3097,20320,BlueDart,Processing,7
3098,22518,Ekart,Processing,4
3099,23613,Delhivery,Processing,1
3100,25052,DTDC,Shipped,5
3101,24498,Ekart,Shipped,3
3102,23741,DTDC,Out for Delivery,2
3103,22503,Ekart,Shipped,1
3104,24575,BlueDart,Delivered,5
3105,20806,BlueDart,Out for Delivery,5
3106,24899,Ekart,Shipped,2
3107,20452,DTDC,Shipped,6
3108,20673,Delhivery,Processing,4
3109,20858,DTDC,Out for Delivery,6
3110,25046,Delhivery,Processing,1
3111,25754,BlueDart,Packed,6
3112,22049,BlueDart,Processing,4
3113,24388,BlueDart,Out for Delivery,7
3114,24125,BlueDart,Packed,6
3115,20686,DTDC,Shipped,6
3116,23295,BlueDart,Out for Delivery,7
3117,25065,DTDC,Packed,1
3118,24335,BlueDart,Shipped,4
3119,24694,Delhivery,Processing,1
3120,22829,BlueDart,Packed,6
3121,25195,Ekart,Out for Delivery,2
3122,21087,DTDC,Processing,6
3123,21649,BlueDart,Packed,1
3124,20382,DTDC,Shipped,5
3125,22783,DTDC,Packed,3
3126,21568,DTDC,Processing,2
3127,24998,Ekart,Processing,3
3128,22742,BlueDart,Processing,3
3129,25546,Delhivery,Packed,6
3130,24228,DTDC,Processing,7
3131,23114,Delhivery,Shipped,5
3132,20235,BlueDart,Packed,3
3133,20105,DTDC,Shipped,7
3134,22462,DTDC,Shipped,4
3135,23270,Ekart,Processing,6
3136,24748,Delhivery,Shipped,7
3137,20684,Ekart,Out for Delivery,4
3138,25635,Ekart,Packed,1
3139,20769,DTDC,Shipped,6
3140,22904,DTDC,Packed,2
3141,24218,DTDC,Delivered,5
3142,24182,DTDC,Out for Delivery,3
3143,23487,BlueDart,Processing,2
3144,23190,Delhivery,Out for Delivery,6
3145,21049,BlueDart,Delivered,1
3146,20723,Delhivery,Packed,5
3147,23131,Delhivery,Shipped,4
3148,24827,Ekart,Out for Delivery,1
3149,24731,Delhivery,Packed,5
3150,20137,BlueDart,Shipped,1
3151,25907,Ekart,Delivered,5
3152,22644,BlueDart,Delivered,2
3153,25884,Ekart,Shipped,1
3154,24827,Delhivery,Shipped,4
3155,24616,Delhivery,Shipped,2
3156,22521,DTDC,Packed,5
3157,21961,Ekart,Processing,6
3158,23350,DTDC,Packed,6
3159,20462,Ekart,Packed,2
3160,25387,DTDC,Out for Delivery,1
3161,24560,Ekart,Delivered,7
3162,24236,DTDC,Delivered,6
3163,23391,Ekart,Out for Delivery,6
3164,25414,BlueDart,Delivered,2
3165,23012,BlueDart,Packed,5
3166,21350,Delhivery,Processing,5
3167,21789,BlueDart,Packed,3
3168,21718,Delhivery,Out for Delivery,5
3169,24213,Ekart,Out for Delivery,5
3170,25960,Ekart,Out for Delivery,4
3171,23355,DTDC,Delivered,1
3172,25004,DTDC,Shipped,3
3173,24520,BlueDart,Out for Delivery,3
3174,22300,Ekart,Delivered,4
3175,22743,BlueDart,Processing,2
3176,22928,BlueDart,Processing,4
3177,22641,Ekart,Shipped,5
3178,25149,BlueDart,Delivered,6
3179,25101,DTDC,Shipped,5
3180,25805,DTDC,Shipped,1
3181,25619,Delhivery,Shipped,5
3182,23161,BlueDart,Out for Delivery,4
3183,22648,Delhivery,Processing,7
3184,25056,DTDC,Out for Delivery,3
3185,22742,BlueDart,Shipped,5
3186,23329,Ekart,Shipped,1
3187,22935,DTDC,Shipped,1
3188,25009,DTDC,Out for Delivery,5
3189,24906,DTDC,Packed,6
3190,20066,Delhivery,Delivered,2
3191,22876,BlueDart,Processing,7
3192,20904,DTDC,Packed,7
3193,20309,Delhivery,Shipped,5
3194,23895,BlueDart,Packed,3
3195,21185,BlueDart,Delivered,3
3196,24436,BlueDart,Shipped,7
3197,25430,BlueDart,Out for Delivery,4
3198,23361,Delhivery,Delivered,6
3199,24260,Ekart,Out for Delivery,6
3200,25687,Delhivery,Processing,7
3201,25192,Delhivery,Shipped,1
3202,21672,BlueDart,Shipped,5
3203,20042,Delhivery,Shipped,7
3204,21796,DTDC,Packed,3
3205,24318,DTDC,Out for Delivery,6
3206,23982,Delhivery,Shipped,3
3207,22140,Ekart,Out for Delivery,1
3208,22827,BlueDart,Delivered,2
3209,23220,Delhivery,Delivered,4
3210,23970,Ekart,Out for Delivery,6
3211,25739,BlueDart,Out for Delivery,2
3212,20394,Ekart,Packed,4
3213,25708,Ekart,Delivered,5
3214,20516,Delhivery,Delivered,6
3215,21255,Ekart,Out for Delivery,4
3216,25133,BlueDart,Delivered,3
3217,20349,BlueDart,Processing,3
3218,22630,BlueDart,Delivered,2
3219,20161,DTDC,Out for Delivery,3
3220,22622,BlueDart,Processing,2
3221,23165,BlueDart,Out for Delivery,3
3222,21783,Ekart,Out for Delivery,4
3223,25254,Ekart,Shipped,6
3224,23240,Delhivery,Out for Delivery,5
3225,24994,Delhivery,Out for Delivery,7
3226,22814,Delhivery,Delivered,6
3227,24666,Delhivery,Delivered,5
3228,20530,DTDC,Out for Delivery,3
3229,23034,Delhivery,Packed,5
3230,25551,Ekart,Shipped,1
3231,22514,BlueDart,Shipped,2
3232,25507,Delhivery,Out for Delivery,3
3233,25079,BlueDart,Delivered,7
3234,25513,BlueDart,Delivered,7
3235,25277,Ekart,Delivered,4
3236,22230,DTDC,Out for Delivery,4
3237,22872,DTDC,Shipped,5
3238,20301,DTDC,Processing,3
3239,22672,Ekart,Delivered,3
3240,25314,BlueDart,Shipped,2
3241,23539,DTDC,Out for Delivery,1
3242,22755,DTDC,Delivered,2
3243,21154,Delhivery,Delivered,3
3244,25018,Delhivery,Out for Delivery,4
3245,25685,BlueDart,Shipped,7
3246,20923,Ekart,Packed,3
3247,24864,DTDC,Out for Delivery,1
3248,20418,Delhivery,Processing,1
3249,22729,Ekart,Out for Delivery,4
3250,21874,Ekart,Delivered,3
3251,21970,Delhivery,Shipped,6
3252,24396,DTDC,Packed,2
3253,22887,Ekart,Out for Delivery,5
3254,22759,DTDC,Shipped,1
3255,21829,Ekart,Shipped,6
3256,25991,DTDC,Shipped,1
3257,23224,Ekart,Shipped,4
3258,21754,Ekart,Packed,2
3259,21185,Ekart,Shipped,3
3260,24528,Delhivery,Delivered,7
3261,22819,DTDC,Delivered,3
3262,23997,Ekart,Delivered,1
3263,25355,DTDC,Out for Delivery,1
3264,21273,Ekart,Processing,7
3265,21585,DTDC,Packed,2
3266,21749,Ekart,Out for Delivery,1
3267,22463,Delhivery,Out for Delivery,1
3268,22062,DTDC,Delivered,4
3269,25191,Delhivery,Shipped,6
3270,24037,DTDC,Packed,3
3271,21020,Ekart,Shipped,5
3272,22786,Delhivery,Delivered,6
3273,21776,DTDC,Shipped,3
3274,25849,DTDC,Processing,1
3275,23781,Delhivery,Packed,5
3276,23181,Delhivery,Processing,1
3277,23770,Ekart,Delivered,6
3278,20256,Delhivery,Processing,4
3279,20289,DTDC,Out for Delivery,5
3280,25294,Ekart,Delivered,1
3281,24005,DTDC,Delivered,2
3282,24334,Ekart,Shipped,6
3283,20802,DTDC,Packed,1
3284,22992,BlueDart,Delivered,7
3285,24796,DTDC,Out for Delivery,4
3286,25545,BlueDart,Shipped,2
3287,23510,DTDC,Packed,3
3288,25520,Ekart,Delivered,5
3289,23339,Delhivery,Out for Delivery,1
3290,23723,BlueDart,Packed,5
3291,24411,BlueDart,Shipped,7
3292,20700,BlueDart,Packed,7
3293,22830,Delhivery,Packed,5
3294,20060,Delhivery,Shipped,2
3295,20387,DTDC,Shipped,2
3296,24035,Ekart,Delivered,2
3297,23541,DTDC,Packed,3
3298,23931,DTDC,Out for Delivery,7
3299,20513,Ekart,Delivered,1
3300,21606,Delhivery,Processing,4
3301,25518,BlueDart,Shipped,7
3302,25152,DTDC,Shipped,5
3303,21257,DTDC,Processing,5
3304,21427,Ekart,Packed,6
3305,23401,BlueDart,Out for Delivery,7
3306,24844,Ekart,Processing,2
3307,24150,DTDC,Out for Delivery,5
3308,20850,Delhivery,Packed,6
3309,21053,BlueDart,Packed,1
3310,22162,BlueDart,Shipped,7
3311,21304,DTDC,Processing,1
3312,24798,DTDC,Delivered,5
3313,21203,Ekart,Delivered,7
3314,22508,DTDC,Shipped,4
3315,22164,Ekart,Out for Delivery,3
3316,25735,BlueDart,Packed,3
3317,25624,Ekart,Shipped,3
3318,20626,Delhivery,Delivered,1
3319,25633,Ekart,Processing,2
3320,23130,DTDC,Packed,5
3321,20150,Ekart,Packed,1
3322,21689,Delhivery,Delivered,2
3323,23642,DTDC,Delivered,3
3324,20817,Ekart,Out for Delivery,1
3325,22132,DTDC,Packed,2
3326,20229,Delhivery,Shipped,6
3327,24279,BlueDart,Packed,2
3328,22652,Ekart,Processing,1
3329,20912,BlueDart,Out for Delivery,2
3330,24438,BlueDart,Out for Delivery,1
3331,21603,Delhivery,Delivered,4
3332,23235,Ekart,Out for Delivery,4
3333,20379,Delhivery,Out for Delivery,6
3334,25448,DTDC,Out for Delivery,1
3335,24453,BlueDart,Out for Delivery,4
3336,21183,Ekart,Processing,4
3337,23450,DTDC,Processing,6
3338,23409,BlueDart,Processing,4
3339,21207,Delhivery,Shipped,5
3340,24289,DTDC,Delivered,1
3341,25381,Ekart,Processing,5
3342,23195,BlueDart,Processing,2
3343,25500,BlueDart,Out for Delivery,7
3344,22437,Ekart,Out for Delivery,3
3345,25037,DTDC,Out for Delivery,3
3346,20895,Delhivery,Out for Delivery,1
3347,22646,BlueDart,Delivered,6
3348,20168,DTDC,Shipped,7
3349,24663,Delhivery,Delivered,6
3350,25814,DTDC,Processing,2
3351,22445,BlueDart,Shipped,7
3352,25424,Delhivery,Delivered,4
3353,25593,Delhivery,Processing,5
3354,20567,Ekart,Delivered,5
3355,20818,BlueDart,Out for Delivery,5
3356,21165,DTDC,Out for Delivery,1
3357,23788,Ekart,Packed,1
3358,22721,BlueDart,Processing,5
3359,22040,DTDC,Packed,7
3360,22793,BlueDart,Out for Delivery,7
3361,20029,BlueDart,Packed,1
3362,23469,Delhivery,Delivered,6
3363,24179,DTDC,Shipped,7
3364,22264,Delhivery,Packed,7
3365,24944,BlueDart,Packed,7
3366,23016,BlueDart,Delivered,7
3367,22442,BlueDart,Delivered,6
3368,20678,Delhivery,Out for Delivery,3
3369,23676,BlueDart,Shipped,7
3370,20692,DTDC,Shipped,3
3371,22079,DTDC,Delivered,2
3372,25655,Ekart,Processing,1
3373,21335,Delhivery,Shipped,1
3374,20725,BlueDart,Delivered,2
3375,21552,Delhivery,Delivered,3
3376,23012,DTDC,Delivered,5
3377,20098,BlueDart,Shipped,7
3378,24939,DTDC,Processing,4
3379,24039,Delhivery,Out for Delivery,6
3380,20220,BlueDart,Processing,3
3381,23366,DTDC,Processing,5
3382,22486,Delhivery,Packed,3
3383,25724,DTDC,Processing,3
3384,20764,DTDC,Shipped,5
3385,21900,Ekart,Packed,2
3386,23672,DTDC,Delivered,3
3387,20945,DTDC,Out for Delivery,4
3388,23808,DTDC,Processing,1
3389,23177,Ekart,Packed,3
3390,22660,DTDC,Packed,7
3391,20656,DTDC,Packed,1
3392,21865,BlueDart,Packed,3
3393,24753,DTDC,Out for Delivery,3
3394,24095,Ekart,Shipped,1
3395,20003,Ekart,Delivered,3
3396,24370,Delhivery,Delivered,3
3397,25742,DTDC,Packed,7
3398,20960,Delhivery,Shipped,4
3399,20161,Ekart,Shipped,2
3400,23963,Delhivery,Out for Delivery,5
3401,24782,Ekart,Delivered,6
3402,22449,DTDC,Out for Delivery,7
3403,20962,Delhivery,Processing,1
3404,23966,DTDC,Out for Delivery,3
3405,23683,Ekart,Shipped,6
3406,22877,DTDC,Shipped,4
3407,21228,DTDC,Packed,2
3408,23174,BlueDart,Shipped,5
3409,22768,Ekart,Processing,7
3410,21665,Delhivery,Delivered,5
3411,22113,DTDC,Delivered,7
3412,22858,DTDC,Processing,7
3413,23555,DTDC,Delivered,6
3414,24895,BlueDart,Out for Delivery,1
3415,21790,BlueDart,Out for Delivery,7
3416,24489,DTDC,Processing,5
3417,23628,DTDC,Out for Delivery,4
3418,24884,Ekart,Out for Delivery,1
3419,25360,BlueDart,Delivered,5
3420,23329,BlueDart,Out for Delivery,2
3421,24072,DTDC,Delivered,2
3422,23638,Delhivery,Processing,1
3423,23587,BlueDart,Shipped,1
3424,21066,DTDC,Packed,2
3425,25413,Delhivery,Out for Delivery,5
3426,25351,BlueDart,Shipped,2
3427,21344,BlueDart,Packed,6
3428,21982,Delhivery,Packed,2
3429,25053,BlueDart,Shipped,3
3430,23106,Delhivery,Out for Delivery,7
3431,25803,Delhivery,Out for Delivery,5
3432,22119,BlueDart,Processing,4
3433,25014,Ekart,Packed,2
3434,22794,DTDC,Delivered,4
3435,22647,BlueDart,Delivered,3
3436,20741,BlueDart,Delivered,3
3437,21987,DTDC,Processing,1
3438,23134,Ekart,Shipped,5
3439,24553,Ekart,Shipped,5
3440,23923,Ekart,Packed,1
3441,20954,Delhivery,Shipped,2
3442,22967,Ekart,Shipped,2
3443,24337,Delhivery,Shipped,2
3444,23638,DTDC,Shipped,2
3445,22992,Ekart,Processing,4
3446,24565,DTDC,Delivered,5
3447,25223,DTDC,Delivered,4
3448,20225,BlueDart,Processing,2
3449,25916,BlueDart,Packed,1
3450,22041,Delhivery,Out for Delivery,1
3451,20763,Ekart,Delivered,4
3452,23398,BlueDart,Delivered,7
3453,24725,BlueDart,Delivered,7
3454,23867,DTDC,Packed,5
3455,24072,BlueDart,Processing,3
3456,21291,Ekart,Delivered,3
3457,23349,BlueDart,Delivered,7
3458,20927,DTDC,Delivered,4
3459,22538,Ekart,Processing,4
3460,20069,BlueDart,Packed,7
3461,21498,Delhivery,Out for Delivery,1
3462,20159,Ekart,Processing,6
3463,20339,BlueDart,Delivered,4
3464,22558,Ekart,Processing,2
3465,20174,BlueDart,Packed,6
3466,25762,Delhivery,Processing,6
3467,24007,Ekart,Shipped,3
3468,22225,Delhivery,Out for Delivery,3
3469,24341,DTDC,Delivered,2
3470,25395,Delhivery,Processing,7
3471,22205,DTDC,Out for Delivery,2
3472,23822,Ekart,Processing,7
3473,20801,Ekart,Packed,4
3474,25579,DTDC,Shipped,3
3475,21400,Delhivery,Packed,7
3476,25909,DTDC,Processing,4
3477,24380,Ekart,Shipped,6
3478,24448,BlueDart,Packed,1
3479,24693,Ekart,Delivered,4
3480,21162,BlueDart,Delivered,2
3481,23260,Delhivery,Out for Delivery,1
3482,20721,Ekart,Shipped,4
3483,24870,BlueDart,Packed,2
3484,23288,DTDC,Processing,3
3485,25437,Ekart,Delivered,6
3486,20817,DTDC,Processing,1
3487,22990,Delhivery,Processing,5
3488,23542,DTDC,Delivered,7
3489,23960,BlueDart,Processing,5
3490,21058,Ekart,Processing,5
3491,21071,Delhivery,Processing,7
3492,24607,BlueDart,Delivered,6
3493,25906,Ekart,Packed,2
3494,21859,BlueDart,Delivered,4
3495,20031,Ekart,Delivered,6
3496,21620,DTDC,Delivered,3
3497,24142,BlueDart,Delivered,1
3498,22816,Ekart,Shipped,7
3499,21024,Delhivery,Out for Delivery,7
3500,21729,DTDC,Processing,3
3501,24928,BlueDart,Processing,7
3502,23823,Ekart,Out for Delivery,3
3503,25702,Delhivery,Shipped,2
3504,22450,DTDC,Packed,5
3505,23376,BlueDart,Out for Delivery,2
3506,22834,Delhivery,Delivered,5
3507,21948,Delhivery,Packed,3
3508,25351,DTDC,Out for Delivery,2
3509,25291,DTDC,Out for Delivery,4
3510,21408,Ekart,Shipped,2
3511,25205,Ekart,Packed,6
3512,22807,Ekart,Delivered,4
3513,24251,DTDC,Packed,5
3514,23084,Ekart,Out for Delivery,1
3515,22766,DTDC,Shipped,2
3516,24248,Delhivery,Packed,5
3517,24681,Delhivery,Packed,3
3518,24375,Delhivery,Shipped,2
3519,22401,DTDC,Delivered,7
3520,23431,Delhivery,Processing,6
3521,20409,Ekart,Processing,5
3522,20540,DTDC,Shipped,4
3523,21869,DTDC,Out for Delivery,2
3524,22360,BlueDart,Out for Delivery,4
3525,25690,BlueDart,Packed,3
3526,22144,BlueDart,Processing,2
3527,23380,BlueDart,Processing,5
3528,20693,Ekart,Processing,1
3529,25561,Ekart,Packed,4
3530,21981,Delhivery,Processing,7
3531,23770,BlueDart,Packed,4
3532,22546,Delhivery,Shipped,4
3533,22690,DTDC,Delivered,7
3534,20105,Delhivery,Processing,5
3535,22179,BlueDart,Delivered,7
3536,21825,BlueDart,Shipped,5
3537,24322,Ekart,Out for Delivery,7
3538,22509,BlueDart,Packed,5
3539,24414,BlueDart,Shipped,5
3540,23419,DTDC,Out for Delivery,7
3541,23905,Delhivery,Shipped,2
3542,24876,Delhivery,Packed,2
3543,23534,BlueDart,Shipped,4
3544,25969,BlueDart,Out for Delivery,3
3545,20087,Delhivery,Packed,2
3546,24958,Delhivery,Delivered,1
3547,25761,Delhivery,Out for Delivery,3
3548,23714,DTDC,Processing,7
3549,25284,Ekart,Shipped,2
3550,23700,DTDC,Packed,7
3551,25781,Ekart,Shipped,3
3552,25396,Delhivery,Shipped,2
3553,25254,BlueDart,Processing,4
3554,25073,DTDC,Delivered,2
3555,25932,Delhivery,Out for Delivery,4
3556,22980,Ekart,Delivered,2
3557,25096,BlueDart,Shipped,2
3558,25603,DTDC,Delivered,1
3559,22271,Ekart,Packed,6
3560,25504,BlueDart,Shipped,2
3561,24206,DTDC,Delivered,6
3562,21823,Ekart,Out for Delivery,2
3563,22033,Delhivery,Packed,2
3564,20162,DTDC,Packed,3
3565,22789,BlueDart,Packed,1
3566,21482,BlueDart,Out for Delivery,3
3567,20832,BlueDart,Packed,3
3568,23897,Ekart,Processing,6
3569,24670,Ekart,Packed,6
3570,23758,BlueDart,Processing,2
3571,21886,Ekart,Processing,3
3572,20595,DTDC,Processing,2
3573,22037,BlueDart,Shipped,1
3574,20233,DTDC,Processing,3
3575,22921,Ekart,Delivered,7
3576,24085,Delhivery,Delivered,3
3577,25195,Delhivery,Shipped,2
3578,21248,Ekart,Shipped,4
3579,22504,Delhivery,Processing,5
3580,25085,BlueDart,Shipped,7
3581,23050,Delhivery,Packed,3
3582,21906,Delhivery,Out for Delivery,7
3583,24235,Delhivery,Delivered,1
3584,22044,Ekart,Processing,3
3585,25862,BlueDart,Shipped,5
3586,22081,Delhivery,Delivered,6
3587,23854,Delhivery,Shipped,6
3588,24074,Ekart,Shipped,4
3589,20994,DTDC,Out for Delivery,7
3590,21890,BlueDart,Delivered,6
3591,25322,BlueDart,Shipped,4
3592,22016,Delhivery,Out for Delivery,1
3593,23363,BlueDart,Processing,6
3594,25486,Ekart,Out for Delivery,2
3595,22589,BlueDart,Processing,7
3596,20007,DTDC,Out for Delivery,1
3597,22562,Delhivery,Shipped,2
3598,20449,Ekart,Delivered,5
3599,25403,DTDC,Delivered,7
3600,22937,DTDC,Delivered,4
3601,23774,Delhivery,Shipped,2
3602,25619,BlueDart,Out for Delivery,1
3603,24139,Delhivery,Delivered,1
3604,20896,Delhivery,Processing,3
3605,23421,Delhivery,Processing,6
3606,21774,BlueDart,Out for Delivery,7
3607,24207,Delhivery,Delivered,5
3608,21697,Delhivery,Shipped,7
3609,23201,Delhivery,Out for Delivery,2
3610,24546,Delhivery,Out for Delivery,5
3611,23876,Ekart,Processing,5
3612,25612,Ekart,Out for Delivery,5
3613,20375,Ekart,Processing,6
3614,24844,DTDC,Shipped,4
3615,24562,BlueDart,Out for Delivery,4
3616,21443,Delhivery,Processing,4
3617,21279,DTDC,Packed,7
3618,20015,Delhivery,Shipped,4
3619,21265,BlueDart,Out for Delivery,2
3620,22882,DTDC,Shipped,1
3621,23819,BlueDart,Processing,5
3622,21819,Delhivery,Out for Delivery,5
3623,23633,Ekart,Processing,6
3624,22092,Ekart,Shipped,5
3625,24495,BlueDart,Out for Delivery,4
3626,20651,Ekart,Out for Delivery,4
3627,22159,Delhivery,Out for Delivery,4
3628,24316,DTDC,Out for Delivery,3
3629,20561,Ekart,Out for Delivery,1
3630,20689,DTDC,Shipped,3
3631,23532,Delhivery,Shipped,6
3632,24978,Ekart,Out for Delivery,2
3633,22488,BlueDart,Processing,5
3634,20400,DTDC,Packed,5
3635,21201,Delhivery,Processing,2
3636,22864,Ekart,Out for Delivery,3
3637,21753,BlueDart,Out for Delivery,6
3638,23907,DTDC,Packed,1
3639,25547,BlueDart,Processing,4
3640,24057,DTDC,Processing,5
3641,21318,DTDC,Processing,3
3642,22320,DTDC,Packed,1
3643,20848,BlueDart,Shipped,6
3644,20472,BlueDart,Shipped,7
3645,22377,Ekart,Shipped,1
3646,25392,Delhivery,Shipped,3
3647,24833,Delhivery,Delivered,6
3648,25898,Delhivery,Delivered,5
3649,24511,BlueDart,Delivered,7
3650,24064,DTDC,Out for Delivery,2
3651,24264,DTDC,Packed,3
3652,23093,Delhivery,Out for Delivery,2
3653,20109,BlueDart,Shipped,2
3654,24311,BlueDart,Processing,1
3655,20246,Delhivery,Shipped,2
3656,22564,BlueDart,Delivered,3
3657,25067,BlueDart,Processing,4
3658,25666,Ekart,Processing,4
3659,24655,DTDC,Shipped,3
3660,23386,DTDC,Packed,5
3661,25073,DTDC,Packed,3
3662,20818,DTDC,Packed,2
3663,22760,BlueDart,Out for Delivery,7
3664,22682,DTDC,Processing,1
3665,21360,BlueDart,Packed,1
3666,21063,BlueDart,Shipped,1
3667,23050,DTDC,Out for Delivery,4
3668,20837,BlueDart,Shipped,1
3669,25401,Ekart,Delivered,5
3670,20357,Ekart,Processing,5
3671,25154,BlueDart,Delivered,1
3672,22760,Delhivery,Out for Delivery,4
3673,23534,Delhivery,Delivered,7
3674,20941,BlueDart,Packed,5
3675,21042,DTDC,Delivered,5
3676,22408,Ekart,Out for Delivery,6
3677,25032,Delhivery,Delivered,5
3678,23127,BlueDart,Out for Delivery,1
3679,22674,BlueDart,Out for Delivery,4
3680,25010,Ekart,Delivered,7
3681,22309,Ekart,Shipped,2
3682,20122,BlueDart,Packed,7
3683,22127,BlueDart,Shipped,5
3684,24459,DTDC,Packed,6
3685,20578,BlueDart,Out for Delivery,2
3686,23785,Delhivery,Shipped,3
3687,20341,BlueDart,Processing,7
3688,20901,Delhivery,Packed,4
3689,25563,DTDC,Delivered,7
3690,20998,Ekart,Processing,5
3691,22037,DTDC,Processing,4
3692,20699,Delhivery,Shipped,4
3693,20758,Delhivery,Processing,7
3694,24753,BlueDart,Shipped,7
3695,23100,BlueDart,Shipped,6
3696,23983,DTDC,Delivered,5
