OrderKey,SessionID,DeviceType,CartAbandonFlag
3745,sess_78712,Mobile,0
3746,sess_92447,Mobile,0
3747,sess_91230,Desktop,0
3748,sess_59832,Tablet,0
3749,sess_29369,Tablet,0
3750,sess_99224,Desktop,0
3751,sess_41745,Tablet,1
3752,sess_14138,Mobile,1
3753,sess_85047,Tablet,1
3754,sess_24404,Mobile,0
3755,sess_35006,Desktop,0
3756,sess_12482,Mobile,0
3757,sess_67807,Tablet,0
3758,sess_51116,Tablet,0
3759,sess_64890,Tablet,0
3760,sess_29848,Desktop,0
3761,sess_64127,Desktop,1
3762,sess_36724,Tablet,0
3763,sess_63788,Mobile,0
3764,sess_75774,Desktop,0
3765,sess_90147,Tablet,0
3766,sess_71814,Tablet,0
3767,sess_18163,Desktop,0
3768,sess_28098,Desktop,0
3769,sess_77984,Desktop,0
3770,sess_37176,Mobile,0
3771,sess_83516,Mobile,0
3772,sess_52604,Tablet,0
3773,sess_96799,Desktop,1
3774,sess_72701,Mobile,0
3775,sess_78875,Desktop,0
3776,sess_59391,Tablet,0
3777,sess_51124,Mobile,1
3778,sess_32699,Mobile,1
3779,sess_70249,Mobile,0
3780,sess_79878,Tablet,0
3781,sess_54869,Desktop,1
3782,sess_81601,Mobile,0
3783,sess_56437,Tablet,0
3784,sess_98587,Desktop,0
3785,sess_99226,Tablet,1
3786,sess_94319,Desktop,1
3787,sess_44650,Tablet,0
3788,sess_89963,Desktop,0
3789,sess_73462,Mobile,0
3790,sess_35200,Desktop,0
3791,sess_42311,Tablet,1
3792,sess_46569,Tablet,0
3793,sess_83149,Desktop,0
3794,sess_49124,Mobile,0
3795,sess_39473,Mobile,0
3796,sess_49008,Desktop,0
3797,sess_47880,Desktop,0
3798,sess_37168,Tablet,0
3799,sess_74094,Mobile,0
3800,sess_51555,Desktop,0
3801,sess_72888,Mobile,0
3802,sess_55718,Desktop,0
3803,sess_83464,Desktop,1
3804,sess_45842,Mobile,1
3805,sess_47721,Desktop,1
3806,sess_25974,Desktop,0
3807,sess_85166,Tablet,1
3808,sess_98686,Desktop,0
3809,sess_81197,Desktop,0
3810,sess_59767,Desktop,0
3811,sess_61712,Tablet,0
3812,sess_55237,Mobile,0
3813,sess_29198,Tablet,0
3814,sess_48070,Tablet,0
3815,sess_15513,Mobile,0
3816,sess_47700,Tablet,0
3817,sess_20358,Mobile,0
3818,sess_55398,Tablet,0
3819,sess_67983,Mobile,1
3820,sess_95979,Desktop,1
3821,sess_43612,Tablet,0
3822,sess_72793,Tablet,0
3823,sess_38047,Tablet,0
3824,sess_36485,Tablet,1
3825,sess_80592,Desktop,0
3826,sess_45537,Tablet,0
3827,sess_83664,Desktop,0
3828,sess_45601,Desktop,0
3829,sess_27992,Desktop,0
3830,sess_24316,Desktop,1
3831,sess_90698,Mobile,0
3832,sess_86917,Mobile,0
3833,sess_41363,Tablet,1
3834,sess_41779,Mobile,1
3835,sess_16653,Mobile,0
3836,sess_97796,Tablet,0
3837,sess_79604,Tablet,0
3838,sess_39579,Tablet,1
3839,sess_93616,Mobile,0
3840,sess_40518,Mobile,1
3841,sess_16880,Tablet,0
3842,sess_23133,Desktop,0
3843,sess_64172,Tablet,0
3844,sess_53292,Desktop,0
3845,sess_71918,Desktop,0
3846,sess_23178,Tablet,0
3847,sess_99285,Tablet,0
3848,sess_28018,Tablet,1
3849,sess_10679,Mobile,0
3850,sess_82135,Desktop,0
3851,sess_30701,Mobile,0
3852,sess_63334,Mobile,0
3853,sess_95575,Tablet,0
3854,sess_72350,Mobile,0
3855,sess_72580,Tablet,1
3856,sess_95267,Desktop,0
3857,sess_36143,Tablet,0
3858,sess_47649,Mobile,0
3859,sess_52096,Mobile,0
3860,sess_47409,Tablet,0
3861,sess_94659,Tablet,1
3862,sess_17754,Mobile,1
3863,sess_21725,Desktop,0
3864,sess_95498,Desktop,0
3865,sess_85252,Tablet,0
3866,sess_40437,Desktop,0
3867,sess_80143,Mobile,0
3868,sess_14888,Tablet,0
3869,sess_32946,Mobile,0
3870,sess_64773,Mobile,0
3871,sess_33040,Desktop,0
3872,sess_14763,Tablet,0
3873,sess_62034,Tablet,0
3874,sess_74930,Desktop,0
3875,sess_34420,Mobile,1
3876,sess_47941,Mobile,0
3877,sess_14910,Mobile,0
3878,sess_11214,Mobile,0
3879,sess_49110,Tablet,1
3880,sess_84443,Tablet,0
3881,sess_89007,Desktop,0
3882,sess_24064,Desktop,0
3883,sess_53914,Tablet,0
3884,sess_47298,Tablet,1
3885,sess_69552,Mobile,0
3886,sess_94058,Mobile,1
3887,sess_81211,Desktop,1
3888,sess_78723,Tablet,1
3889,sess_74738,Desktop,0
3890,sess_27589,Tablet,0
3891,sess_76088,Mobile,0
3892,sess_71344,Desktop,1
3893,sess_45761,Desktop,0
3894,sess_35272,Tablet,0
3895,sess_24764,Mobile,0
3896,sess_53343,Desktop,0
3897,sess_31298,Mobile,1
3898,sess_70150,Desktop,0
3899,sess_94972,Mobile,1
3900,sess_43720,Tablet,0
3901,sess_34405,Desktop,1
3902,sess_11846,Desktop,0
3903,sess_54185,Mobile,0
3904,sess_48669,Mobile,1
3905,sess_84420,Desktop,0
3906,sess_98395,Tablet,1
3907,sess_35318,Mobile,0
3908,sess_33002,Mobile,0
3909,sess_90079,Mobile,0
3910,sess_93719,Desktop,0
3911,sess_63148,Desktop,0
3912,sess_66059,Desktop,0
3913,sess_77538,Desktop,0
3914,sess_52982,Tablet,0
3915,sess_21368,Tablet,1
3916,sess_62538,Desktop,1
3917,sess_97720,Tablet,0
3918,sess_22502,Mobile,0
3919,sess_34219,Mobile,0
3920,sess_28430,Mobile,0
3921,sess_72580,Desktop,1
3922,sess_52415,Mobile,1
3923,sess_42512,Tablet,0
3924,sess_10895,Desktop,1
3925,sess_44181,Tablet,0
3926,sess_60275,Mobile,1
3927,sess_40870,Mobile,0
3928,sess_68554,Mobile,0
3929,sess_44995,Desktop,0
3930,sess_53204,Tablet,0
3931,sess_49576,Desktop,0
3932,sess_86344,Desktop,1
3933,sess_85088,Mobile,0
3934,sess_11498,Desktop,0
3935,sess_44282,Desktop,0
3936,sess_95679,Mobile,0
3937,sess_57127,Desktop,0
3938,sess_40972,Mobile,0
3939,sess_18142,Mobile,0
3940,sess_97528,Mobile,0
3941,sess_25495,Mobile,0
3942,sess_71000,Desktop,1
3943,sess_50213,Mobile,1
3944,sess_30934,Mobile,0
3945,sess_63138,Desktop,0
3946,sess_99925,Desktop,0
3947,sess_75866,Tablet,0
3948,sess_50760,Desktop,0
3949,sess_25389,Desktop,0
3950,sess_93717,Tablet,0
3951,sess_48671,Desktop,0
3952,sess_58174,Desktop,0
3953,sess_90560,Desktop,1
3954,sess_38947,Desktop,1
3955,sess_38721,Tablet,0
3956,sess_27507,Desktop,0
3957,sess_72676,Desktop,1
3958,sess_30078,Tablet,1
3959,sess_69634,Mobile,0
3960,sess_89395,Tablet,0
3961,sess_58971,Mobile,0
3962,sess_64505,Tablet,0
3963,sess_81989,Tablet,0
3964,sess_71712,Desktop,0
3965,sess_80453,Mobile,0
3966,sess_97044,Desktop,0
3967,sess_38627,Mobile,1
3968,sess_42435,Tablet,0
3969,sess_99173,Tablet,0
3970,sess_88094,Mobile,0
3971,sess_20730,Desktop,0
3972,sess_78879,Desktop,1
3973,sess_68556,Desktop,0
3974,sess_79228,Desktop,0
3975,sess_57419,Tablet,0
3976,sess_20237,Tablet,0
3977,sess_83946,Tablet,1
3978,sess_24707,Tablet,0
3979,sess_18094,Tablet,0
3980,sess_81781,Desktop,0
3981,sess_76255,Desktop,0
3982,sess_36497,Desktop,1
3983,sess_85065,Desktop,1
3984,sess_80341,Tablet,0
3985,sess_29641,Tablet,0
3986,sess_31566,Tablet,1
3987,sess_53007,Mobile,1
3988,sess_78202,Desktop,0
3989,sess_67912,Desktop,0
3990,sess_25235,Tablet,0
3991,sess_99167,Desktop,1
3992,sess_36922,Desktop,0
3993,sess_86434,Tablet,0
3994,sess_74071,Mobile,1
3995,sess_21919,Mobile,0
3996,sess_76895,Mobile,0
3997,sess_68390,Tablet,0
3998,sess_17292,Desktop,0
3999,sess_69432,Tablet,0
4000,sess_27294,Tablet,0
4001,sess_77272,Desktop,0
4002,sess_64450,Mobile,0
4003,sess_69873,Mobile,1
4004,sess_83912,Tablet,1
4005,sess_17567,Mobile,0
4006,sess_83242,Tablet,0
4007,sess_70604,Tablet,0
4008,sess_98181,Desktop,0
4009,sess_50392,Desktop,0
4010,sess_12853,Desktop,0
4011,sess_61897,Tablet,0
4012,sess_43352,Desktop,0
4013,sess_10395,Mobile,0
4014,sess_38560,Mobile,0
4015,sess_85800,Tablet,0
4016,sess_19572,Tablet,0
4017,sess_15936,Desktop,0
4018,sess_65534,Tablet,1
4019,sess_55158,Tablet,1
4020,sess_18357,Mobile,0
4021,sess_80931,Mobile,0
4022,sess_17897,Desktop,0
4023,sess_19046,Tablet,0
4024,sess_71875,Tablet,0
4025,sess_14159,Mobile,1
4026,sess_47629,Tablet,0
4027,sess_63591,Mobile,1
4028,sess_33590,Desktop,0
4029,sess_27750,Mobile,0
4030,sess_94085,Tablet,0
4031,sess_94656,Desktop,0
4032,sess_65097,Mobile,0
4033,sess_59081,Mobile,0
4034,sess_60132,Desktop,0
4035,sess_68790,Desktop,1
4036,sess_59479,Mobile,0
4037,sess_59236,Tablet,1
4038,sess_20518,Mobile,1
4039,sess_99486,Desktop,1
4040,sess_96742,Mobile,0
4041,sess_80687,Desktop,0
4042,sess_27431,Desktop,1
4043,sess_95660,Tablet,0
4044,sess_55582,Desktop,0
4045,sess_25549,Desktop,0
4046,sess_33392,Tablet,0
4047,sess_80419,Desktop,0
4048,sess_61518,Tablet,0
4049,sess_79316,Tablet,0
4050,sess_26691,Desktop,1
4051,sess_39188,Desktop,0
4052,sess_10455,Mobile,1
4053,sess_12979,Tablet,0
4054,sess_49107,Mobile,1
4055,sess_70686,Desktop,0
4056,sess_98276,Mobile,1
4057,sess_81361,Tablet,0
4058,sess_65591,Mobile,1
4059,sess_79721,Tablet,0
4060,sess_59712,Desktop,1
4061,sess_40102,Desktop,1
4062,sess_42441,Tablet,0
4063,sess_70375,Desktop,0
4064,sess_55371,Desktop,1
4065,sess_30332,Desktop,0
4066,sess_46129,Desktop,1
4067,sess_34704,Tablet,0
4068,sess_24790,Mobile,0
4069,sess_14222,Mobile,1
4070,sess_96533,Desktop,0
4071,sess_64950,Mobile,1
4072,sess_90599,Mobile,0
4073,sess_12050,Desktop,0
4074,sess_41544,Desktop,0
4075,sess_37011,Mobile,0
4076,sess_18819,Tablet,0
4077,sess_23224,Desktop,0
4078,sess_87849,Tablet,0
4079,sess_14400,Mobile,0
4080,sess_68515,Desktop,1
4081,sess_88352,Tablet,0
4082,sess_98083,Desktop,0
4083,sess_16380,Mobile,0
4084,sess_42077,Tablet,0
4085,sess_15798,Mobile,0
4086,sess_62725,Mobile,0
4087,sess_67535,Desktop,0
4088,sess_40715,Tablet,0
4089,sess_80747,Mobile,0
4090,sess_38477,Mobile,1
4091,sess_17398,Tablet,0
4092,sess_28367,Mobile,0
4093,sess_76046,Mobile,0
4094,sess_47914,Tablet,0
4095,sess_40692,Tablet,1
4096,sess_85511,Tablet,0
4097,sess_51799,Tablet,0
4098,sess_85690,Desktop,0
4099,sess_88370,Tablet,0
4100,sess_98150,Desktop,0
4101,sess_52030,Desktop,0
4102,sess_41051,Desktop,0
4103,sess_49552,Mobile,0
4104,sess_28777,Desktop,0
4105,sess_96535,Desktop,0
4106,sess_78321,Mobile,0
4107,sess_38972,Mobile,0
4108,sess_64206,Mobile,1
4109,sess_49387,Tablet,0
4110,sess_46064,Mobile,1
4111,sess_17989,Mobile,0
4112,sess_82970,Desktop,0
4113,sess_87550,Mobile,0
4114,sess_32955,Tablet,0
4115,sess_92050,Mobile,0
4116,sess_98965,Tablet,0
4117,sess_65994,Mobile,0
4118,sess_82856,Mobile,1
4119,sess_74962,Mobile,0
4120,sess_16145,Mobile,0
4121,sess_55143,Tablet,0
4122,sess_94320,Tablet,0
4123,sess_97994,Desktop,0
4124,sess_59958,Tablet,0
4125,sess_78742,Mobile,1
4126,sess_51777,Desktop,1
4127,sess_64568,Desktop,0
4128,sess_63511,Desktop,0
4129,sess_29558,Mobile,1
4130,sess_49306,Tablet,0
4131,sess_59343,Mobile,0
4132,sess_34101,Desktop,0
4133,sess_80507,Mobile,0
4134,sess_72065,Mobile,0
4135,sess_41584,Tablet,0
4136,sess_39536,Tablet,0
4137,sess_49418,Desktop,0
4138,sess_28920,Mobile,0
4139,sess_70689,Mobile,0
4140,sess_17552,Tablet,0
4141,sess_83713,Mobile,0
4142,sess_64090,Mobile,0
4143,sess_64592,Mobile,0
4144,sess_83044,Tablet,0
4145,sess_79467,Desktop,1
4146,sess_27575,Desktop,1
4147,sess_60910,Mobile,0
4148,sess_41831,Desktop,0
4149,sess_43422,Tablet,0
4150,sess_36651,Tablet,0
4151,sess_53288,Desktop,1
4152,sess_94765,Desktop,0
4153,sess_20363,Mobile,0
4154,sess_68954,Desktop,0
4155,sess_58637,Mobile,0
4156,sess_22119,Mobile,0
4157,sess_80206,Tablet,0
4158,sess_34966,Tablet,0
4159,sess_16755,Tablet,1
4160,sess_45187,Tablet,1
4161,sess_59436,Desktop,0
4162,sess_98299,Tablet,0
4163,sess_89294,Desktop,0
4164,sess_89026,Tablet,0
4165,sess_15183,Desktop,0
4166,sess_19539,Mobile,0
4167,sess_34662,Desktop,0
4168,sess_87015,Desktop,0
4169,sess_98008,Tablet,0
4170,sess_83249,Desktop,0
4171,sess_38444,Mobile,0
4172,sess_72835,Mobile,0
4173,sess_37379,Tablet,1
4174,sess_53642,Mobile,0
4175,sess_49739,Desktop,0
4176,sess_12009,Mobile,1
4177,sess_37762,Tablet,1
4178,sess_34906,Desktop,0
4179,sess_25376,Tablet,1
4180,sess_72773,Desktop,0
4181,sess_41797,Mobile,0
4182,sess_89220,Tablet,0
4183,sess_36805,Tablet,0
4184,sess_61987,Desktop,0
4185,sess_41369,Tablet,0
4186,sess_82362,Desktop,0
4187,sess_52154,Desktop,0
4188,sess_47101,Desktop,0
4189,sess_59894,Desktop,0
4190,sess_71112,Mobile,0
4191,sess_79946,Desktop,0
4192,sess_95029,Tablet,1
4193,sess_57088,Mobile,1
4194,sess_50425,Tablet,0
4195,sess_44283,Mobile,0
4196,sess_57139,Desktop,0
4197,sess_77215,Mobile,0
4198,sess_75179,Mobile,0
4199,sess_71080,Tablet,0
4200,sess_22924,Tablet,0
4201,sess_71537,Desktop,0
4202,sess_51973,Mobile,1
4203,sess_36624,Mobile,0
4204,sess_58589,Mobile,0
4205,sess_51015,Desktop,1
4206,sess_64254,Desktop,0
4207,sess_15992,Desktop,0
4208,sess_83731,Desktop,0
4209,sess_39002,Desktop,0
4210,sess_29126,Tablet,0
4211,sess_12125,Mobile,0
4212,sess_44180,Mobile,0
4213,sess_82523,Mobile,0
4214,sess_86550,Mobile,0
4215,sess_85909,Mobile,0
4216,sess_64732,Mobile,0
4217,sess_48691,Mobile,1
4218,sess_29976,Mobile,0
4219,sess_35715,Tablet,0
4220,sess_53236,Mobile,0
4221,sess_40149,Tablet,0
4222,sess_59786,Desktop,0
4223,sess_84683,Mobile,0
4224,sess_42208,Desktop,1
4225,sess_75444,Desktop,1
4226,sess_82173,Desktop,0
4227,sess_95800,Tablet,0
4228,sess_99764,Desktop,0
4229,sess_54245,Desktop,0
4230,sess_43728,Desktop,0
4231,sess_74044,Mobile,0
4232,sess_94108,Mobile,0
4233,sess_74303,Tablet,0
4234,sess_70401,Tablet,0
4235,sess_32050,Mobile,1
4236,sess_56160,Tablet,0
4237,sess_32185,Mobile,0
4238,sess_28344,Desktop,0
4239,sess_81636,Desktop,1
4240,sess_74004,Tablet,0
4241,sess_34123,Mobile,0
4242,sess_81058,Mobile,0
4243,sess_94123,Tablet,0
4244,sess_17698,Mobile,1
4245,sess_78674,Desktop,0
4246,sess_14433,Tablet,0
4247,sess_19742,Tablet,1
4248,sess_97584,Mobile,0
4249,sess_16358,Tablet,0
4250,sess_10836,Mobile,0
4251,sess_64053,Mobile,1
4252,sess_28021,Mobile,0
4253,sess_92667,Mobile,0
4254,sess_40334,Mobile,0
4255,sess_18908,Tablet,0
4256,sess_29795,Desktop,0
4257,sess_11198,Desktop,0
4258,sess_38668,Tablet,1
4259,sess_76287,Tablet,0
4260,sess_69770,Desktop,0
4261,sess_58916,Desktop,0
4262,sess_17923,Desktop,0
4263,sess_90980,Desktop,1
4264,sess_93588,Desktop,0
4265,sess_97392,Mobile,0
4266,sess_90808,Tablet,0
4267,sess_73334,Mobile,0
4268,sess_96413,Desktop,0
4269,sess_73944,Desktop,0
4270,sess_12061,Desktop,1
4271,sess_10866,Mobile,1
4272,sess_79758,Mobile,0
4273,sess_82305,Desktop,1
4274,sess_63914,Mobile,0
4275,sess_11553,Mobile,0
4276,sess_12192,Desktop,0
4277,sess_79391,Mobile,0
4278,sess_46010,Tablet,0
4279,sess_80220,Tablet,0
4280,sess_47576,Tablet,0
4281,sess_12246,Tablet,0
4282,sess_75826,Desktop,0
4283,sess_98346,Desktop,0
4284,sess_66436,Desktop,0
4285,sess_33496,Tablet,0
4286,sess_24026,Tablet,0
4287,sess_22624,Mobile,0
4288,sess_78732,Mobile,1
4289,sess_29516,Tablet,0
4290,sess_41584,Tablet,0
4291,sess_35156,Tablet,1
4292,sess_91235,Tablet,0
4293,sess_79003,Mobile,0
4294,sess_43084,Tablet,0
4295,sess_56457,Mobile,1
4296,sess_45038,Tablet,0
4297,sess_62022,Tablet,0
4298,sess_20357,Tablet,0
4299,sess_58896,Mobile,0
4300,sess_63218,Mobile,0
4301,sess_70161,Desktop,0
4302,sess_84055,Tablet,0
4303,sess_41877,Desktop,1
4304,sess_39603,Desktop,1
4305,sess_49318,Mobile,0
4306,sess_99658,Mobile,1
4307,sess_20566,Desktop,0
4308,sess_95686,Tablet,0
4309,sess_95182,Mobile,0
4310,sess_14152,Tablet,1
4311,sess_22255,Tablet,1
4312,sess_63120,Desktop,0
4313,sess_59710,Desktop,1
4314,sess_59436,Desktop,0
4315,sess_82443,Desktop,1
4316,sess_72390,Mobile,1
4317,sess_17355,Mobile,0
4318,sess_93459,Desktop,0
4319,sess_11238,Mobile,0
4320,sess_32463,Desktop,0
4321,sess_20837,Tablet,0
4322,sess_75517,Tablet,0
4323,sess_66873,Tablet,1
4324,sess_94529,Desktop,0
4325,sess_53420,Tablet,0
4326,sess_84167,Mobile,1
4327,sess_22499,Tablet,1
4328,sess_79226,Tablet,0
4329,sess_15577,Tablet,1
4330,sess_40115,Mobile,0
4331,sess_37710,Desktop,1
4332,sess_84289,Mobile,0
4333,sess_72324,Desktop,0
4334,sess_45532,Desktop,0
4335,sess_16102,Tablet,0
4336,sess_19744,Desktop,0
4337,sess_99709,Mobile,0
4338,sess_46749,Mobile,0
4339,sess_81176,Desktop,1
4340,sess_83860,Tablet,0
4341,sess_96259,Tablet,0
4342,sess_14312,Mobile,0
4343,sess_33508,Tablet,0
4344,sess_51220,Desktop,1
4345,sess_12052,Desktop,1
4346,sess_37152,Mobile,0
4347,sess_86943,Desktop,0
4348,sess_28899,Mobile,1
4349,sess_62205,Desktop,0
4350,sess_20084,Mobile,1
4351,sess_49226,Tablet,0
4352,sess_31292,Desktop,1
4353,sess_83919,Desktop,0
4354,sess_41519,Mobile,0
4355,sess_84277,Mobile,1
4356,sess_61007,Desktop,0
4357,sess_98740,Mobile,0
4358,sess_80852,Desktop,0
4359,sess_53480,Tablet,0
4360,sess_60311,Mobile,0
4361,sess_28343,Desktop,0
4362,sess_20279,Tablet,0
4363,sess_75639,Tablet,0
4364,sess_55332,Desktop,1
4365,sess_17038,Mobile,0
4366,sess_22803,Desktop,0
4367,sess_67290,Tablet,0
4368,sess_40427,Desktop,0
4369,sess_19963,Mobile,0
4370,sess_54642,Tablet,0
4371,sess_89320,Desktop,0
4372,sess_90460,Mobile,0
4373,sess_88067,Tablet,0
4374,sess_61996,Mobile,0
4375,sess_52778,Tablet,0
4376,sess_13883,Desktop,0
4377,sess_93115,Mobile,0
4378,sess_45825,Tablet,0
4379,sess_69054,Mobile,1
4380,sess_74304,Mobile,0
4381,sess_39902,Desktop,0
4382,sess_56636,Mobile,0
4383,sess_82487,Tablet,0
4384,sess_59207,Tablet,0
4385,sess_66603,Tablet,0
4386,sess_34345,Tablet,1
4387,sess_99088,Desktop,0
4388,sess_86791,Mobile,1
4389,sess_96595,Desktop,0
4390,sess_59816,Mobile,0
4391,sess_21232,Mobile,0
4392,sess_91083,Mobile,0
4393,sess_48715,Desktop,0
4394,sess_42302,Mobile,0
4395,sess_19634,Desktop,0
4396,sess_20752,Tablet,1
4397,sess_45123,Tablet,1
4398,sess_30214,Mobile,0
4399,sess_59807,Desktop,0
4400,sess_93086,Tablet,0
4401,sess_30221,Desktop,0
4402,sess_61068,Desktop,0
4403,sess_51507,Mobile,0
4404,sess_57277,Tablet,0
4405,sess_23965,Mobile,0
4406,sess_21995,Mobile,1
4407,sess_10680,Tablet,0
4408,sess_50405,Tablet,1
4409,sess_68292,Desktop,0
4410,sess_57175,Tablet,0
4411,sess_45358,Desktop,0
4412,sess_23399,Desktop,0
4413,sess_27367,Desktop,0
4414,sess_21442,Tablet,0
4415,sess_34561,Mobile,0
4416,sess_66489,Desktop,0
4417,sess_68830,Mobile,0
4418,sess_83005,Mobile,0
4419,sess_82710,Tablet,0
4420,sess_77166,Mobile,0
4421,sess_63483,Mobile,0
4422,sess_23538,Tablet,0
4423,sess_13442,Desktop,1
4424,sess_21746,Mobile,0
4425,sess_56388,Tablet,0
4426,sess_82642,Mobile,0
4427,sess_22198,Mobile,0
4428,sess_88240,Desktop,0
4429,sess_88386,Mobile,0
4430,sess_52523,Tablet,0
4431,sess_60493,Mobile,1
4432,sess_11617,Desktop,0
4433,sess_48253,Desktop,0
4434,sess_64238,Tablet,0
4435,sess_60829,Desktop,1
4436,sess_21101,Mobile,0
4437,sess_83339,Desktop,0
4438,sess_41816,Tablet,0
4439,sess_84967,Desktop,1
4440,sess_78302,Desktop,1
4441,sess_32227,Desktop,0
4442,sess_99825,Tablet,1
4443,sess_59903,Desktop,1
4444,sess_32216,Desktop,0
4445,sess_28198,Mobile,0
4446,sess_45247,Tablet,0
4447,sess_49469,Desktop,1
4448,sess_45180,Tablet,0
4449,sess_74634,Desktop,1
4450,sess_29127,Desktop,0
4451,sess_18292,Desktop,0
4452,sess_31916,Mobile,0
4453,sess_66973,Mobile,0
4454,sess_46170,Mobile,1
4455,sess_65194,Tablet,1
4456,sess_49289,Tablet,1
4457,sess_73469,Mobile,0
4458,sess_20082,Tablet,0
4459,sess_57333,Desktop,0
4460,sess_42990,Desktop,0
4461,sess_42321,Desktop,0
4462,sess_91924,Mobile,0
4463,sess_74985,Tablet,0
4464,sess_87831,Mobile,1
4465,sess_90828,Tablet,0
4466,sess_35630,Desktop,0
4467,sess_70012,Mobile,0
4468,sess_24021,Tablet,0
4469,sess_27758,Tablet,0
4470,sess_49932,Desktop,1
4471,sess_10887,Mobile,1
4472,sess_61864,Mobile,1
4473,sess_53544,Mobile,1
4474,sess_91289,Desktop,0
4475,sess_59792,Mobile,0
4476,sess_53193,Desktop,0
4477,sess_67700,Desktop,0
4478,sess_53874,Desktop,0
4479,sess_66441,Tablet,0
4480,sess_95332,Mobile,0
4481,sess_87908,Mobile,0
4482,sess_27842,Desktop,0
4483,sess_49378,Desktop,0
4484,sess_52030,Mobile,0
4485,sess_89064,Desktop,0
4486,sess_36326,Mobile,0
4487,sess_72784,Tablet,0
4488,sess_51180,Desktop,0
4489,sess_33283,Mobile,0
4490,sess_62198,Desktop,1
4491,sess_51830,Mobile,0
4492,sess_48200,Mobile,0
4493,sess_92955,Desktop,0
4494,sess_74357,Tablet,0
4495,sess_85481,Mobile,1
4496,sess_41775,Mobile,0
4497,sess_52714,Mobile,0
4498,sess_59290,Tablet,0
4499,sess_46739,Tablet,0
4500,sess_61502,Desktop,0
4501,sess_57843,Tablet,0
4502,sess_24927,Desktop,0
4503,sess_83905,Desktop,0
4504,sess_36188,Tablet,0
4505,sess_87624,Desktop,0
4506,sess_81516,Tablet,0
4507,sess_33583,Desktop,0
4508,sess_99353,Tablet,0
4509,sess_82102,Tablet,0
4510,sess_13527,Desktop,0
4511,sess_70505,Mobile,1
4512,sess_37479,Desktop,0
4513,sess_67469,Tablet,0
4514,sess_48185,Mobile,0
4515,sess_19064,Desktop,0
4516,sess_63627,Desktop,0
4517,sess_98208,Desktop,0
4518,sess_75444,Mobile,0
4519,sess_28242,Tablet,1
4520,sess_93012,Desktop,0
4521,sess_49692,Desktop,0
4522,sess_41722,Desktop,1
4523,sess_43119,Desktop,0
4524,sess_96332,Desktop,1
4525,sess_30203,Tablet,0
4526,sess_65460,Tablet,1
4527,sess_59412,Desktop,0
4528,sess_19694,Mobile,0
4529,sess_68860,Tablet,1
4530,sess_88372,Mobile,0
4531,sess_72814,Tablet,0
4532,sess_86315,Desktop,0
4533,sess_62534,Tablet,0
4534,sess_80040,Desktop,0
4535,sess_76402,Tablet,0
4536,sess_64827,Desktop,0
4537,sess_81256,Desktop,0
4538,sess_14818,Desktop,0
4539,sess_57124,Desktop,0
4540,sess_80373,Mobile,0
4541,sess_87833,Desktop,0
4542,sess_93647,Mobile,0
4543,sess_21138,Mobile,0
4544,sess_24335,Desktop,0
4545,sess_42536,Mobile,0
4546,sess_96193,Tablet,0
4547,sess_97122,Desktop,1
4548,sess_56531,Mobile,0
4549,sess_31802,Desktop,0
4550,sess_94803,Desktop,0
4551,sess_90304,Desktop,1
4552,sess_15806,Mobile,1
4553,sess_83822,Tablet,0
4554,sess_94545,Tablet,0
4555,sess_98797,Mobile,1
4556,sess_94769,Desktop,0
4557,sess_62378,Mobile,0
4558,sess_53463,Mobile,0
4559,sess_66420,Mobile,0
4560,sess_23886,Desktop,1
4561,sess_11382,Mobile,1
4562,sess_22924,Desktop,0
4563,sess_43913,Mobile,0
4564,sess_39098,Tablet,1
4565,sess_76935,Mobile,0
4566,sess_77999,Mobile,0
4567,sess_83137,Tablet,1
4568,sess_86089,Desktop,0
4569,sess_85397,Desktop,0
4570,sess_38971,Mobile,0
4571,sess_68429,Tablet,1
4572,sess_59036,Desktop,0
4573,sess_61266,Mobile,0
4574,sess_70694,Tablet,0
4575,sess_99070,Desktop,1
4576,sess_87147,Desktop,1
4577,sess_75597,Tablet,0
4578,sess_29758,Tablet,0
4579,sess_55215,Tablet,0
4580,sess_13219,Tablet,1
4581,sess_73277,Mobile,0
4582,sess_23703,Tablet,1
4583,sess_48722,Desktop,0
4584,sess_64522,Desktop,1
4585,sess_21253,Mobile,1
4586,sess_25213,Desktop,0
4587,sess_28569,Desktop,1
4588,sess_55656,Tablet,0
4589,sess_50880,Desktop,0
4590,sess_54966,Mobile,0
4591,sess_69681,Tablet,0
4592,sess_37114,Tablet,0
4593,sess_78303,Mobile,0
4594,sess_73298,Tablet,0
4595,sess_55652,Tablet,0
4596,sess_72411,Mobile,0
4597,sess_22795,Tablet,0
4598,sess_67431,Mobile,0
4599,sess_69303,Mobile,0
4600,sess_51800,Desktop,0
4601,sess_18804,Desktop,0
4602,sess_49356,Tablet,0
4603,sess_15856,Tablet,1
4604,sess_25084,Mobile,1
4605,sess_12960,Tablet,0
4606,sess_54967,Mobile,1
4607,sess_94930,Mobile,1
4608,sess_24334,Tablet,1
4609,sess_98754,Mobile,0
4610,sess_31542,Desktop,1
4611,sess_41970,Tablet,0
4612,sess_77632,Desktop,0
4613,sess_32865,Tablet,0
4614,sess_82339,Mobile,0
4615,sess_30989,Tablet,0
4616,sess_53383,Desktop,0
4617,sess_83380,Mobile,0
